ppm,hz,total_with_exchange,total_carbon_bound,exchangeable pool (H2O/OH/COOH),EGDA CH3
2.28204,182.95,0.113459,0.026000,0.087459,0.025917
2.28224,182.96,0.113404,0.025927,0.087476,0.025844
2.28244,182.98,0.113349,0.025855,0.087494,0.025772
2.28264,182.99,0.113294,0.025783,0.087511,0.025700
2.28284,183.01,0.113240,0.025712,0.087528,0.025629
2.28304,183.03,0.113186,0.025640,0.087546,0.025557
2.28324,183.04,0.113133,0.025569,0.087563,0.025486
2.28344,183.06,0.113079,0.025499,0.087581,0.025416
2.28364,183.07,0.113027,0.025428,0.087598,0.025345
2.28384,183.09,0.112974,0.025358,0.087616,0.025275
2.28404,183.11,0.112921,0.025288,0.087633,0.025205
2.28424,183.12,0.112869,0.025219,0.087651,0.025136
2.28444,183.14,0.112818,0.025150,0.087668,0.025066
2.28464,183.15,0.112766,0.025081,0.087686,0.024997
2.28484,183.17,0.112715,0.025012,0.087703,0.024929
2.28504,183.19,0.112664,0.024943,0.087720,0.024860
2.28524,183.20,0.112613,0.024875,0.087738,0.024792
2.28544,183.22,0.112563,0.024808,0.087755,0.024724
2.28564,183.24,0.112513,0.024740,0.087773,0.024657
2.28584,183.25,0.112463,0.024673,0.087790,0.024589
2.28604,183.27,0.112414,0.024606,0.087808,0.024522
2.28624,183.28,0.112364,0.024539,0.087826,0.024456
2.28644,183.30,0.112315,0.024472,0.087843,0.024389
2.28664,183.32,0.112267,0.024406,0.087861,0.024323
2.28684,183.33,0.112218,0.024340,0.087878,0.024257
2.28704,183.35,0.112170,0.024275,0.087896,0.024191
2.28724,183.36,0.112122,0.024209,0.087913,0.024126
2.28744,183.38,0.112075,0.024144,0.087931,0.024061
2.28764,183.40,0.112028,0.024079,0.087948,0.023996
2.28784,183.41,0.111980,0.024015,0.087966,0.023931
2.28804,183.43,0.111934,0.023950,0.087983,0.023867
2.28824,183.44,0.111887,0.023886,0.088001,0.023803
2.28844,183.46,0.111841,0.023822,0.088019,0.023739
2.28864,183.48,0.111795,0.023759,0.088036,0.023675
2.28884,183.49,0.111749,0.023696,0.088054,0.023612
2.28904,183.51,0.111704,0.023632,0.088071,0.023549
2.28924,183.52,0.111658,0.023570,0.088089,0.023486
2.28944,183.54,0.111614,0.023507,0.088106,0.023423
2.28964,183.56,0.111569,0.023445,0.088124,0.023361
2.28984,183.57,0.111524,0.023383,0.088142,0.023299
2.29004,183.59,0.111480,0.023321,0.088159,0.023237
2.29024,183.60,0.111436,0.023259,0.088177,0.023176
2.29044,183.62,0.111393,0.023198,0.088195,0.023114
2.29064,183.64,0.111349,0.023137,0.088212,0.023053
2.29084,183.65,0.111306,0.023076,0.088230,0.022992
2.29104,183.67,0.111263,0.023015,0.088247,0.022932
2.29124,183.68,0.111220,0.022955,0.088265,0.022871
2.29144,183.70,0.111178,0.022895,0.088283,0.022811
2.29164,183.72,0.111135,0.022835,0.088300,0.022751
2.29184,183.73,0.111093,0.022775,0.088318,0.022692
2.29204,183.75,0.111052,0.022716,0.088336,0.022632
2.29224,183.76,0.111010,0.022657,0.088353,0.022573
2.29244,183.78,0.110969,0.022598,0.088371,0.022514
2.29264,183.80,0.110928,0.022539,0.088389,0.022455
2.29284,183.81,0.110887,0.022481,0.088406,0.022397
2.29304,183.83,0.110847,0.022422,0.088424,0.022338
2.29324,183.84,0.110806,0.022364,0.088442,0.022280
2.29344,183.86,0.110766,0.022307,0.088460,0.022223
2.29364,183.88,0.110726,0.022249,0.088477,0.022165
2.29384,183.89,0.110687,0.022192,0.088495,0.022108
2.29404,183.91,0.110647,0.022134,0.088513,0.022050
2.29424,183.92,0.110608,0.022077,0.088530,0.021993
2.29444,183.94,0.110569,0.022021,0.088548,0.021937
2.29464,183.96,0.110530,0.021964,0.088566,0.021880
2.29484,183.97,0.110492,0.021908,0.088584,0.021824
2.29504,183.99,0.110453,0.021852,0.088601,0.021768
2.29524,184.00,0.110415,0.021796,0.088619,0.021712
2.29544,184.02,0.110377,0.021741,0.088637,0.021656
2.29564,184.04,0.110340,0.021685,0.088655,0.021601
2.29584,184.05,0.110302,0.021630,0.088672,0.021546
2.29604,184.07,0.110265,0.021575,0.088690,0.021491
2.29624,184.08,0.110228,0.021520,0.088708,0.021436
2.29644,184.10,0.110191,0.021466,0.088726,0.021381
2.29664,184.12,0.110155,0.021411,0.088744,0.021327
2.29684,184.13,0.110118,0.021357,0.088761,0.021273
2.29704,184.15,0.110082,0.021303,0.088779,0.021219
2.29724,184.16,0.110046,0.021249,0.088797,0.021165
2.29744,184.18,0.110011,0.021196,0.088815,0.021112
2.29764,184.20,0.109975,0.021143,0.088833,0.021058
2.29784,184.21,0.109940,0.021089,0.088850,0.021005
2.29804,184.23,0.109905,0.021036,0.088868,0.020952
2.29824,184.25,0.109870,0.020984,0.088886,0.020899
2.29844,184.26,0.109835,0.020931,0.088904,0.020847
2.29864,184.28,0.109801,0.020879,0.088922,0.020794
2.29884,184.29,0.109766,0.020827,0.088940,0.020742
2.29904,184.31,0.109732,0.020775,0.088957,0.020690
2.29924,184.33,0.109698,0.020723,0.088975,0.020639
2.29944,184.34,0.109665,0.020672,0.088993,0.020587
2.29964,184.36,0.109631,0.020620,0.089011,0.020536
2.29984,184.37,0.109598,0.020569,0.089029,0.020484
2.30004,184.39,0.109565,0.020518,0.089047,0.020433
2.30024,184.41,0.109532,0.020467,0.089065,0.020383
2.30044,184.42,0.109499,0.020417,0.089083,0.020332
2.30064,184.44,0.109467,0.020366,0.089100,0.020282
2.30084,184.45,0.109434,0.020316,0.089118,0.020231
2.30104,184.47,0.109402,0.020266,0.089136,0.020181
2.30124,184.49,0.109370,0.020216,0.089154,0.020131
2.30144,184.50,0.109339,0.020166,0.089172,0.020082
2.30164,184.52,0.109307,0.020117,0.089190,0.020032
2.30184,184.53,0.109276,0.020068,0.089208,0.019983
2.30204,184.55,0.109244,0.020019,0.089226,0.019934
2.30224,184.57,0.109213,0.019970,0.089244,0.019885
2.30244,184.58,0.109183,0.019921,0.089262,0.019836
2.30264,184.60,0.109152,0.019872,0.089280,0.019788
2.30284,184.61,0.109122,0.019824,0.089298,0.019739
2.30304,184.63,0.109091,0.019776,0.089316,0.019691
2.30324,184.65,0.109061,0.019728,0.089334,0.019643
2.30344,184.66,0.109031,0.019680,0.089352,0.019595
2.30364,184.68,0.109002,0.019632,0.089370,0.019547
2.30384,184.69,0.108972,0.019584,0.089388,0.019500
2.30404,184.71,0.108943,0.019537,0.089406,0.019452
2.30424,184.73,0.108914,0.019490,0.089424,0.019405
2.30444,184.74,0.108885,0.019443,0.089442,0.019358
2.30464,184.76,0.108856,0.019396,0.089460,0.019311
2.30484,184.77,0.108827,0.019349,0.089478,0.019265
2.30504,184.79,0.108799,0.019303,0.089496,0.019218
2.30524,184.81,0.108770,0.019257,0.089514,0.019172
2.30544,184.82,0.108742,0.019210,0.089532,0.019125
2.30564,184.84,0.108714,0.019164,0.089550,0.019079
2.30584,184.85,0.108686,0.019119,0.089568,0.019034
2.30604,184.87,0.108659,0.019073,0.089586,0.018988
2.30624,184.89,0.108631,0.019027,0.089604,0.018942
2.30644,184.90,0.108604,0.018982,0.089622,0.018897
2.30664,184.92,0.108577,0.018937,0.089640,0.018852
2.30684,184.93,0.108550,0.018892,0.089658,0.018807
2.30704,184.95,0.108523,0.018847,0.089676,0.018762
2.30724,184.97,0.108497,0.018802,0.089694,0.018717
2.30744,184.98,0.108470,0.018758,0.089712,0.018673
2.30764,185.00,0.108444,0.018714,0.089730,0.018628
2.30784,185.01,0.108418,0.018669,0.089748,0.018584
2.30804,185.03,0.108392,0.018625,0.089766,0.018540
2.30824,185.05,0.108366,0.018581,0.089785,0.018496
2.30844,185.06,0.108340,0.018538,0.089803,0.018452
2.30864,185.08,0.108315,0.018494,0.089821,0.018409
2.30884,185.09,0.108289,0.018451,0.089839,0.018365
2.30904,185.11,0.108264,0.018407,0.089857,0.018322
2.30924,185.13,0.108239,0.018364,0.089875,0.018279
2.30944,185.14,0.108214,0.018321,0.089893,0.018236
2.30964,185.16,0.108190,0.018278,0.089911,0.018193
2.30984,185.18,0.108165,0.018236,0.089930,0.018150
2.31004,185.19,0.108141,0.018193,0.089948,0.018108
2.31024,185.21,0.108117,0.018151,0.089966,0.018065
2.31044,185.22,0.108093,0.018109,0.089984,0.018023
2.31064,185.24,0.108069,0.018066,0.090002,0.017981
2.31084,185.26,0.108045,0.018025,0.090020,0.017939
2.31104,185.27,0.108021,0.017983,0.090039,0.017897
2.31124,185.29,0.107998,0.017941,0.090057,0.017856
2.31144,185.30,0.107975,0.017900,0.090075,0.017814
2.31164,185.32,0.107951,0.017858,0.090093,0.017773
2.31184,185.34,0.107928,0.017817,0.090111,0.017731
2.31204,185.35,0.107906,0.017776,0.090130,0.017690
2.31224,185.37,0.107883,0.017735,0.090148,0.017649
2.31244,185.38,0.107860,0.017694,0.090166,0.017609
2.31264,185.40,0.107838,0.017654,0.090184,0.017568
2.31284,185.42,0.107816,0.017613,0.090202,0.017527
2.31304,185.43,0.107793,0.017573,0.090221,0.017487
2.31324,185.45,0.107771,0.017533,0.090239,0.017447
2.31344,185.46,0.107750,0.017492,0.090257,0.017407
2.31364,185.48,0.107728,0.017453,0.090275,0.017367
2.31384,185.50,0.107706,0.017413,0.090294,0.017327
2.31404,185.51,0.107685,0.017373,0.090312,0.017287
2.31424,185.53,0.107664,0.017333,0.090330,0.017248
2.31444,185.54,0.107643,0.017294,0.090349,0.017208
2.31464,185.56,0.107622,0.017255,0.090367,0.017169
2.31484,185.58,0.107601,0.017216,0.090385,0.017130
2.31504,185.59,0.107580,0.017177,0.090403,0.017091
2.31524,185.61,0.107560,0.017138,0.090422,0.017052
2.31544,185.62,0.107539,0.017099,0.090440,0.017013
2.31564,185.64,0.107519,0.017061,0.090458,0.016975
2.31584,185.66,0.107499,0.017022,0.090477,0.016936
2.31604,185.67,0.107479,0.016984,0.090495,0.016898
2.31624,185.69,0.107459,0.016946,0.090513,0.016860
2.31644,185.70,0.107439,0.016907,0.090532,0.016822
2.31664,185.72,0.107419,0.016869,0.090550,0.016784
2.31684,185.74,0.107400,0.016832,0.090568,0.016746
2.31704,185.75,0.107381,0.016794,0.090587,0.016708
2.31724,185.77,0.107361,0.016756,0.090605,0.016670
2.31744,185.78,0.107342,0.016719,0.090623,0.016633
2.31764,185.80,0.107323,0.016682,0.090642,0.016596
2.31784,185.82,0.107304,0.016644,0.090660,0.016558
2.31804,185.83,0.107286,0.016607,0.090678,0.016521
2.31824,185.85,0.107267,0.016570,0.090697,0.016484
2.31844,185.86,0.107249,0.016534,0.090715,0.016448
2.31864,185.88,0.107231,0.016497,0.090734,0.016411
2.31884,185.90,0.107212,0.016460,0.090752,0.016374
2.31904,185.91,0.107194,0.016424,0.090770,0.016338
2.31924,185.93,0.107176,0.016388,0.090789,0.016301
2.31944,185.94,0.107159,0.016351,0.090807,0.016265
2.31964,185.96,0.107141,0.016315,0.090826,0.016229
2.31984,185.98,0.107123,0.016279,0.090844,0.016193
2.32004,185.99,0.107106,0.016244,0.090862,0.016157
2.32024,186.01,0.107089,0.016208,0.090881,0.016122
2.32044,186.02,0.107072,0.016172,0.090899,0.016086
2.32064,186.04,0.107054,0.016137,0.090918,0.016050
2.32084,186.06,0.107038,0.016101,0.090936,0.016015
2.32104,186.07,0.107021,0.016066,0.090955,0.015980
2.32124,186.09,0.107004,0.016031,0.090973,0.015945
2.32144,186.11,0.106988,0.015996,0.090992,0.015910
2.32164,186.12,0.106971,0.015961,0.091010,0.015875
2.32184,186.14,0.106955,0.015926,0.091029,0.015840
2.32204,186.15,0.106939,0.015892,0.091047,0.015805
2.32224,186.17,0.106923,0.015857,0.091066,0.015771
2.32244,186.19,0.106907,0.015823,0.091084,0.015736
2.32264,186.20,0.106891,0.015788,0.091103,0.015702
2.32284,186.22,0.106875,0.015754,0.091121,0.015668
2.32304,186.23,0.106859,0.015720,0.091140,0.015633
2.32324,186.25,0.106844,0.015686,0.091158,0.015599
2.32344,186.27,0.106829,0.015652,0.091177,0.015565
2.32364,186.28,0.106813,0.015618,0.091195,0.015532
2.32384,186.30,0.106798,0.015585,0.091214,0.015498
2.32404,186.31,0.106783,0.015551,0.091232,0.015464
2.32424,186.33,0.106768,0.015517,0.091251,0.015431
2.32444,186.35,0.106753,0.015484,0.091269,0.015398
2.32464,186.36,0.106739,0.015451,0.091288,0.015364
2.32484,186.38,0.106724,0.015418,0.091306,0.015331
2.32504,186.39,0.106710,0.015385,0.091325,0.015298
2.32524,186.41,0.106695,0.015352,0.091344,0.015265
2.32544,186.43,0.106681,0.015319,0.091362,0.015232
2.32564,186.44,0.106667,0.015286,0.091381,0.015200
2.32584,186.46,0.106653,0.015254,0.091399,0.015167
2.32604,186.47,0.106639,0.015221,0.091418,0.015134
2.32624,186.49,0.106625,0.015189,0.091437,0.015102
2.32644,186.51,0.106612,0.015157,0.091455,0.015070
2.32664,186.52,0.106598,0.015124,0.091474,0.015038
2.32684,186.54,0.106585,0.015092,0.091492,0.015005
2.32704,186.55,0.106571,0.015060,0.091511,0.014973
2.32724,186.57,0.106558,0.015028,0.091530,0.014942
2.32744,186.59,0.106545,0.014997,0.091548,0.014910
2.32764,186.60,0.106532,0.014965,0.091567,0.014878
2.32784,186.62,0.106519,0.014933,0.091586,0.014847
2.32804,186.63,0.106506,0.014902,0.091604,0.014815
2.32824,186.65,0.106493,0.014871,0.091623,0.014784
2.32844,186.67,0.106481,0.014839,0.091642,0.014752
2.32864,186.68,0.106468,0.014808,0.091660,0.014721
2.32884,186.70,0.106456,0.014777,0.091679,0.014690
2.32904,186.71,0.106444,0.014746,0.091698,0.014659
2.32924,186.73,0.106431,0.014715,0.091716,0.014628
2.32944,186.75,0.106419,0.014684,0.091735,0.014597
2.32964,186.76,0.106407,0.014654,0.091754,0.014567
2.32984,186.78,0.106396,0.014623,0.091772,0.014536
2.33004,186.79,0.106384,0.014593,0.091791,0.014506
2.33024,186.81,0.106372,0.014562,0.091810,0.014475
2.33044,186.83,0.106361,0.014532,0.091829,0.014445
2.33064,186.84,0.106349,0.014502,0.091847,0.014415
2.33084,186.86,0.106338,0.014472,0.091866,0.014385
2.33104,186.87,0.106326,0.014442,0.091885,0.014354
2.33124,186.89,0.106315,0.014412,0.091903,0.014325
2.33144,186.91,0.106304,0.014382,0.091922,0.014295
2.33164,186.92,0.106293,0.014352,0.091941,0.014265
2.33184,186.94,0.106282,0.014323,0.091960,0.014235
2.33204,186.95,0.106271,0.014293,0.091978,0.014206
2.33224,186.97,0.106261,0.014264,0.091997,0.014176
2.33244,186.99,0.106250,0.014234,0.092016,0.014147
2.33264,187.00,0.106240,0.014205,0.092035,0.014118
2.33284,187.02,0.106229,0.014176,0.092054,0.014088
2.33304,187.04,0.106219,0.014147,0.092072,0.014059
2.33324,187.05,0.106209,0.014118,0.092091,0.014030
2.33344,187.07,0.106199,0.014089,0.092110,0.014001
2.33364,187.08,0.106189,0.014060,0.092129,0.013972
2.33384,187.10,0.106179,0.014031,0.092148,0.013944
2.33404,187.12,0.106169,0.014003,0.092166,0.013915
2.33424,187.13,0.106159,0.013974,0.092185,0.013887
2.33444,187.15,0.106150,0.013945,0.092204,0.013858
2.33464,187.16,0.106140,0.013917,0.092223,0.013830
2.33484,187.18,0.106131,0.013889,0.092242,0.013801
2.33504,187.20,0.106121,0.013861,0.092261,0.013773
2.33524,187.21,0.106112,0.013832,0.092280,0.013745
2.33544,187.23,0.106103,0.013804,0.092298,0.013717
2.33564,187.24,0.106094,0.013776,0.092317,0.013689
2.33584,187.26,0.106085,0.013749,0.092336,0.013661
2.33604,187.28,0.106076,0.013721,0.092355,0.013633
2.33624,187.29,0.106067,0.013693,0.092374,0.013606
2.33644,187.31,0.106058,0.013666,0.092393,0.013578
2.33664,187.32,0.106050,0.013638,0.092412,0.013550
2.33684,187.34,0.106041,0.013611,0.092431,0.013523
2.33704,187.36,0.106033,0.013583,0.092450,0.013496
2.33724,187.37,0.106024,0.013556,0.092468,0.013468
2.33744,187.39,0.106016,0.013529,0.092487,0.013441
2.33764,187.40,0.106008,0.013502,0.092506,0.013414
2.33784,187.42,0.106000,0.013475,0.092525,0.013387
2.33804,187.44,0.105992,0.013448,0.092544,0.013360
2.33824,187.45,0.105984,0.013421,0.092563,0.013333
2.33844,187.47,0.105976,0.013394,0.092582,0.013306
2.33864,187.48,0.105968,0.013367,0.092601,0.013279
2.33884,187.50,0.105961,0.013341,0.092620,0.013253
2.33904,187.52,0.105953,0.013314,0.092639,0.013226
2.33924,187.53,0.105946,0.013288,0.092658,0.013200
2.33944,187.55,0.105938,0.013261,0.092677,0.013173
2.33964,187.56,0.105931,0.013235,0.092696,0.013147
2.33984,187.58,0.105924,0.013209,0.092715,0.013121
2.34004,187.60,0.105917,0.013183,0.092734,0.013095
2.34024,187.61,0.105909,0.013157,0.092753,0.013069
2.34044,187.63,0.105903,0.013131,0.092772,0.013043
2.34064,187.64,0.105896,0.013105,0.092791,0.013017
2.34084,187.66,0.105889,0.013079,0.092810,0.012991
2.34104,187.68,0.105882,0.013053,0.092829,0.012965
2.34124,187.69,0.105875,0.013027,0.092848,0.012939
2.34144,187.71,0.105869,0.013002,0.092867,0.012914
2.34164,187.72,0.105862,0.012976,0.092886,0.012888
2.34184,187.74,0.105856,0.012951,0.092905,0.012863
2.34204,187.76,0.105850,0.012925,0.092924,0.012837
2.34224,187.77,0.105843,0.012900,0.092943,0.012812
2.34244,187.79,0.105837,0.012875,0.092962,0.012787
2.34264,187.80,0.105831,0.012850,0.092981,0.012761
2.34284,187.82,0.105825,0.012825,0.093001,0.012736
2.34304,187.84,0.105819,0.012800,0.093020,0.012711
2.34324,187.85,0.105813,0.012775,0.093039,0.012686
2.34344,187.87,0.105808,0.012750,0.093058,0.012662
2.34364,187.88,0.105802,0.012725,0.093077,0.012637
2.34384,187.90,0.105796,0.012700,0.093096,0.012612
2.34404,187.92,0.105791,0.012676,0.093115,0.012587
2.34424,187.93,0.105785,0.012651,0.093134,0.012563
2.34444,187.95,0.105780,0.012627,0.093153,0.012538
2.34464,187.97,0.105775,0.012602,0.093173,0.012514
2.34484,187.98,0.105769,0.012578,0.093192,0.012489
2.34504,188.00,0.105764,0.012553,0.093211,0.012465
2.34524,188.01,0.105759,0.012529,0.093230,0.012441
2.34544,188.03,0.105754,0.012505,0.093249,0.012417
2.34564,188.05,0.105749,0.012481,0.093268,0.012393
2.34584,188.06,0.105745,0.012457,0.093287,0.012369
2.34604,188.08,0.105740,0.012433,0.093307,0.012345
2.34624,188.09,0.105735,0.012409,0.093326,0.012321
2.34644,188.11,0.105731,0.012385,0.093345,0.012297
2.34664,188.13,0.105726,0.012362,0.093364,0.012273
2.34684,188.14,0.105722,0.012338,0.093383,0.012250
2.34704,188.16,0.105717,0.012314,0.093403,0.012226
2.34724,188.17,0.105713,0.012291,0.093422,0.012202
2.34744,188.19,0.105709,0.012268,0.093441,0.012179
2.34764,188.21,0.105704,0.012244,0.093460,0.012155
2.34784,188.22,0.105700,0.012221,0.093480,0.012132
2.34804,188.24,0.105696,0.012198,0.093499,0.012109
2.34824,188.25,0.105692,0.012174,0.093518,0.012086
2.34844,188.27,0.105688,0.012151,0.093537,0.012063
2.34864,188.29,0.105685,0.012128,0.093556,0.012039
2.34884,188.30,0.105681,0.012105,0.093576,0.012016
2.34904,188.32,0.105677,0.012082,0.093595,0.011994
2.34924,188.33,0.105674,0.012059,0.093614,0.011971
2.34944,188.35,0.105670,0.012037,0.093634,0.011948
2.34964,188.37,0.105667,0.012014,0.093653,0.011925
2.34984,188.38,0.105663,0.011991,0.093672,0.011902
